"Laboratory","LabCode","SubjectCode","SubjectName","Section","Day","StartTime","EndTime","SchoolID","FullName","SchoolEmail","DualLaboratoryStudent","StudentClasses"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-034","Carla Dy","carla.dy@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-9000-055","Carlo Cabrera","carlo.cabrera@cit.edu","No","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-039","Christian Alonzo","christian.alon@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-037","David Gatchalian","david.gatchalian@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-032","Denise Yap","denise.yap@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-036","Isabelle Ching","isabelle.ching@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-044","Katrina Molina","katrina.molina@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-040","Nicole Serrano","nicole.serrano@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-035","Sebastian Lim","seb.lim@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-4313-038","Trisha Mercado","trisha.mercado@cit.edu","Yes","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM; ME - ME 317 / 1P1 / Monday 7:30 AM-10:30 AM; ME - ME 411 / 2P1 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-9000-051","Yves Bautista","yves.bautista@cit.edu","No","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M2","Tuesday","3:00 PM","6:00 PM","24-9000-052","Zara Bautista","zara.bautista@cit.edu","No","CE - CE 321 / 2M2 / Tuesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-056","Daphne Cabrera","daphne.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-057","Enzo Cabrera","enzo.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-058","Fiona Cabrera","fiona.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-059","Gabriel Cabrera","gabriel.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-060","Hannah Cabrera","hannah.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-061","Isaac Cabrera","isaac.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-062","Janelle Cabrera","janelle.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-063","Kyle Cabrera","kyle.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-064","Larissa Cabrera","larissa.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-065","Marco Cabrera","marco.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-066","Nadine Cabrera","nadine.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-067","Oscar Cabrera","oscar.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-068","Patricia Cabrera","patricia.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-069","Quentin Cabrera","quentin.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-070","Rhea Cabrera","rhea.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-071","Samuel Cabrera","samuel.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-072","Trisha Cabrera","trisha.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-073","Ulysses Cabrera","ulysses.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-074","Vanessa Cabrera","vanessa.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 321","Hydraulics Laboratory","2M3","Tuesday","10:30 AM","1:30 PM","24-9000-075","Warren Cabrera","warren.cabrera@cit.edu","No","CE - CE 321 / 2M3 / Tuesday 10:30 AM-1:30 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-079","Adrian DelaCruz","adrian.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-048","Beatrice Valencia","beatrice.valencia@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-080","Bianca DelaCruz","bianca.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-081","Carlo DelaCruz","carlo.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-082","Daphne DelaCruz","daphne.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-083","Enzo DelaCruz","enzo.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-084","Fiona DelaCruz","fiona.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-050","Francesca Gomez","francesca.gomez@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-085","Gabriel DelaCruz","gabriel.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-086","Hannah DelaCruz","hannah.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-087","Isaac DelaCruz","isaac.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-088","Janelle DelaCruz","janelle.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-047","John Cedrick Lao","johncedrick.lao@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-089","Kyle DelaCruz","kyle.delacruz@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-049","Kyle Fernandez ","kyle.fernandez@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-045","Mark Evangelista","mark.evangelista@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-4313-046","Pauline Rivera","pauline.rivera@cit.edu","Yes","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM; ME - ME 317 / 1P2 / Monday 10:30 AM-1:30 PM; ME - ME 421 / 3P1 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-076","Xandra Cabrera","xandra.cabrera@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-077","Yves Cabrera","yves.cabrera@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M1","Wednesday","7:30 AM","10:30 AM","24-9000-078","Zara Cabrera","zara.cabrera@cit.edu","No","CE - CE 421 / 3M1 / Wednesday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-105","Adrian Escario","adrian.escario@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-106","Bianca Escario","bianca.escario@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-107","Carlo Escario","carlo.escario@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-108","Daphne Escario","daphne.escario@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-109","Enzo Escario","enzo.escario@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-090","Larissa DelaCruz","larissa.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-091","Marco DelaCruz","marco.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-092","Nadine DelaCruz","nadine.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-093","Oscar DelaCruz","oscar.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-094","Patricia DelaCruz","patricia.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-095","Quentin DelaCruz","quentin.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-096","Rhea DelaCruz","rhea.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-097","Samuel DelaCruz","samuel.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-098","Trisha DelaCruz","trisha.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-099","Ulysses DelaCruz","ulysses.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-100","Vanessa DelaCruz","vanessa.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-101","Warren DelaCruz","warren.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-102","Xandra DelaCruz","xandra.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-103","Yves DelaCruz","yves.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 421","Structural Engineering Laboratory","3M2","Wednesday","3:00 PM","6:00 PM","24-9000-104","Zara DelaCruz","zara.delacruz@cit.edu","No","CE - CE 421 / 3M2 / Wednesday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-110","Fiona Escario","fiona.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-111","Gabriel Escario","gabriel.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-112","Hannah Escario","hannah.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-113","Isaac Escario","isaac.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-114","Janelle Escario","janelle.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-115","Kyle Escario","kyle.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-116","Larissa Escario","larissa.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-117","Marco Escario","marco.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-118","Nadine Escario","nadine.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-119","Oscar Escario","oscar.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-120","Patricia Escario","patricia.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-121","Quentin Escario","quentin.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-122","Rhea Escario","rhea.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-123","Samuel Escario","samuel.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-124","Trisha Escario","trisha.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-125","Ulysses Escario","ulysses.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-126","Vanessa Escario","vanessa.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-127","Warren Escario","warren.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-128","Xandra Escario","xandra.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M1","Thursday","7:30 AM","10:30 AM","24-9000-129","Yves Escario","yves.escario@cit.edu","No","CE - CE 431 / 4M1 / Thursday 7:30 AM-10:30 AM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-131","Adrian Fernandez","adrian.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-132","Bianca Fernandez","bianca.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-133","Carlo Fernandez","carlo.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-134","Daphne Fernandez","daphne.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-135","Enzo Fernandez","enzo.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-136","Fiona Fernandez","fiona.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-137","Gabriel Fernandez","gabriel.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
"Civil Engineering Laboratory","CE","CE 431","Construction Materials Testing Laboratory","4M2","Thursday","3:00 PM","6:00 PM","24-9000-138","Hannah Fernandez","hannah.fernandez@cit.edu","No","CE - CE 431 / 4M2 / Thursday 3:00 PM-6:00 PM"
